	annotation network number	LQ-01-61-01_pos.mzXML	retention time (min)	row m/z	adduct (ion identity)	row ID	neutral mass (ion identity)	Compound name (gnps)	adduct (gnps)	MF (sirius)	adduct (sirius)	Compound name (sirius)	NPC#pathway	NPC#superclass	NPC#class	annotation	status
17033	2653.0		5.22	949.7515	['[M+NH4]+', '[M+Na]+', '[2M+H]+']	[12986, 13175, 16072]	474.3722	['not available', '(1S,3R)-3-[(3aR,3bS,9aS)-10-hydroxy-3a,3b,6,6,9a-pentamethyl-7-oxo-2H,3H,3aH,3bH,4H,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H-cyclopenta[a]phenanthren-1-yl]-1-[(2R)-3,3-dimethyloxiran-2-yl]butyl acetate', 'not available']	['not available', 'M-H2O+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
16050	2654.0		5.22	650.3542	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+']	[15089, 15225, 15321]	632.3204	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
16282	2654.0		5.22	650.3542	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+']	[15089, 15225, 15321]	632.3204	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
16136	15175x		5.22	625.2664	['not available']	[15175]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16586	2656.0		5.22	733.2474	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[15568, 15625, 15638]	710.2579	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
16599	2656.0		5.22	733.2474	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[15568, 15625, 15638]	710.2579	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
14136	2653.0		5.22	949.7515	['[M+NH4]+', '[M+Na]+', '[2M+H]+']	[12986, 13175, 16072]	474.3722	['not available', '(1S,3R)-3-[(3aR,3bS,9aS)-10-hydroxy-3a,3b,6,6,9a-pentamethyl-7-oxo-2H,3H,3aH,3bH,4H,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H-cyclopenta[a]phenanthren-1-yl]-1-[(2R)-3,3-dimethyloxiran-2-yl]butyl acetate', 'not available']	['not available', 'M-H2O+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
14002	13041x		5.22	494.3543	['not available']	[13041]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16529	2656.0		5.22	733.2474	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[15568, 15625, 15638]	710.2579	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
14387	2652.0		5.22	507.178	['[M+H]+', '[M+Na]+']	[12694, 13426]	484.1886	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
13947	2653.0		5.22	949.7515	['[M+NH4]+', '[M+Na]+', '[2M+H]+']	[12986, 13175, 16072]	474.3722	['not available', '(1S,3R)-3-[(3aR,3bS,9aS)-10-hydroxy-3a,3b,6,6,9a-pentamethyl-7-oxo-2H,3H,3aH,3bH,4H,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H-cyclopenta[a]phenanthren-1-yl]-1-[(2R)-3,3-dimethyloxiran-2-yl]butyl acetate', 'not available']	['not available', 'M-H2O+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
13974	13013x		5.22	493.295	['not available']	[13013]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14575	13614x		5.22	513.3566	['not available']	[13614]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13655	2652.0		5.22	507.178	['[M+H]+', '[M+Na]+']	[12694, 13426]	484.1886	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
