shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
3871	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3562_Celastraceae_pos_SIRIUS_3871	C14H12O6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
3872	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3563_Celastraceae_pos_SIRIUS_3872	C37H58O5	[M+Na]+	Terpenoids	Triterpenoids	
3874	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3564_Celastraceae_pos_SIRIUS_3874	C18H32O6	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3875	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3565_Celastraceae_pos_SIRIUS_3875	C23H26O12	[M-H2O+H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
3876	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3566_Celastraceae_pos_SIRIUS_3876	C15H28O5	[M+K]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3877	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3567_Celastraceae_pos_SIRIUS_3877	C13H11N3O2S	[M+Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
3878	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3568_Celastraceae_pos_SIRIUS_3878	C26H44O2	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
366	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/356_Celastraceae_pos_SIRIUS_366	C18H37NO5	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
3880	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3570_Celastraceae_pos_SIRIUS_3880	C9H16O3	[M+Na]+	Fatty acids	Octadecanoids	Jasmonic acids
3881	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3571_Celastraceae_pos_SIRIUS_3881	C24H24O12	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
3882	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3572_Celastraceae_pos_SIRIUS_3882	C13H18N2O6	[M+K]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3883	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3573_Celastraceae_pos_SIRIUS_3883	C11H16O4	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3885	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3575_Celastraceae_pos_SIRIUS_3885	C12H15NO	[M+Na]+	Alkaloids		
3886	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3576_Celastraceae_pos_SIRIUS_3886	C11H12O3	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3887	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3577_Celastraceae_pos_SIRIUS_3887	C21H36O4	[M+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
3888	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3578_Celastraceae_pos_SIRIUS_3888	C12H12O2S	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	
3889	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3579_Celastraceae_pos_SIRIUS_3889	C22H35N5O5	[M-H2O+H]+	Alkaloids		
3890	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3580_Celastraceae_pos_SIRIUS_3890	C32H50O2	[M+H]+	Terpenoids	Triterpenoids	
3891	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3581_Celastraceae_pos_SIRIUS_3891	C20H20O8	[M+H]+	Shikimates and Phenylpropanoids		
3892	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3582_Celastraceae_pos_SIRIUS_3892	C23H22O11	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
3893	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3583_Celastraceae_pos_SIRIUS_3893	C9H10O3	[M+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
3894	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3584_Celastraceae_pos_SIRIUS_3894	C22H26O8	[M-H2O+H]+	Shikimates and Phenylpropanoids	Lignans	Furanoid lignans
3895	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3585_Celastraceae_pos_SIRIUS_3895	C9H20N4O2	[M+K]+	Amino acids and Peptides	Small peptides	
3897	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3586_Celastraceae_pos_SIRIUS_3897	C18H36O6	[M-H2O+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
3899	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3587_Celastraceae_pos_SIRIUS_3899	C15H16O7	[M+Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
3900	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3588_Celastraceae_pos_SIRIUS_3900	C20H22O8	[M+Na]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
3901	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3589_Celastraceae_pos_SIRIUS_3901	C11H14N2O5	[M+Na]+			
368	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/358_Celastraceae_pos_SIRIUS_368	C18H35NO5	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
3902	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3590_Celastraceae_pos_SIRIUS_3902	C23H33N3O3	[M+Na]+	Alkaloids	Tryptophan alkaloids	
3904	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3592_Celastraceae_pos_SIRIUS_3904	C13H18O2S	[M+K]+	Fatty acids	Fatty Acids and Conjugates	Thia fatty acids
3905	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3593_Celastraceae_pos_SIRIUS_3905	C26H37N5O8	[M+Na]+	Amino acids and Peptides	Oligopeptides	
3906	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3594_Celastraceae_pos_SIRIUS_3906	C15H14O6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
3907	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3595_Celastraceae_pos_SIRIUS_3907	C15H16O7	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
3908	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3596_Celastraceae_pos_SIRIUS_3908	C9H18O3	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3909	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3597_Celastraceae_pos_SIRIUS_3909	C22H24O11	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	
3910	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3598_Celastraceae_pos_SIRIUS_3910	C17H12O9	[M-H4O2+H]+	Shikimates and Phenylpropanoids		
3911	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3599_Celastraceae_pos_SIRIUS_3911	C10H22O4	[M-H2O+H]+	Fatty acids		
369	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/359_Celastraceae_pos_SIRIUS_369	C15H15NO3	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
36	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/35_Celastraceae_pos_SIRIUS_36	C30H48O2	[M-H2O+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
3912	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3600_Celastraceae_pos_SIRIUS_3912	C15H16O7S	[M+H]+	Polyketides		
3913	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3601_Celastraceae_pos_SIRIUS_3913	C30H26O11	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins
3914	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3602_Celastraceae_pos_SIRIUS_3914	C14H18O5	[M-H2O+H]+	Shikimates and Phenylpropanoids		
3916	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3603_Celastraceae_pos_SIRIUS_3916	C18H34O7	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3918	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3604_Celastraceae_pos_SIRIUS_3918	C27H50O3	[M+Na]+	Terpenoids	Triterpenoids	
3924	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3606_Celastraceae_pos_SIRIUS_3924	C32H45NO9	[M-H2O+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3925	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3607_Celastraceae_pos_SIRIUS_3925	C34H40O9	[M+H]+	Terpenoids	Triterpenoids	
3926	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3608_Celastraceae_pos_SIRIUS_3926	C9H22N4O5	[M+K]+	Carbohydrates	Aminosugars and aminoglycosides	
3927	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3609_Celastraceae_pos_SIRIUS_3927	C15H21NO8	[M+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
370	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/360_Celastraceae_pos_SIRIUS_370	C10H14O4	[M+Na]+	Polyketides		
3928	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3610_Celastraceae_pos_SIRIUS_3928	C30H46O2	[M+H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
3929	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3611_Celastraceae_pos_SIRIUS_3929	C34H40O9	[M-H2O+H]+	Terpenoids	Triterpenoids	Cucurbitane triterpenoids
3930	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3612_Celastraceae_pos_SIRIUS_3930	C15H22O2	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
3931	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3613_Celastraceae_pos_SIRIUS_3931	C21H30O	[M-H2O+H]+	Terpenoids	Steroids	Pregnane steroids
3932	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3614_Celastraceae_pos_SIRIUS_3932	C20H26O4	[M-H2O+H]+	Fatty acids	Eicosanoids	
3933	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3615_Celastraceae_pos_SIRIUS_3933	C15H22	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
3934	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3616_Celastraceae_pos_SIRIUS_3934	C12H20O9	[M-H4O2+H]+	Carbohydrates	Saccharides	Disaccharides
3935	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3617_Celastraceae_pos_SIRIUS_3935	C27H28N2O4	[M+H]+	Amino acids and Peptides	Small peptides	Dipeptides
3936	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3618_Celastraceae_pos_SIRIUS_3936	C18H28O4	[M+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
3937	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3619_Celastraceae_pos_SIRIUS_3937	C8H13NO4	[M-H2O+H]+	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars
372	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/361_Celastraceae_pos_SIRIUS_372	C16H32O4	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
3938	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3620_Celastraceae_pos_SIRIUS_3938	C29H44O9	[M-H4O2+H]+	Terpenoids	Steroids	Cardenolides
3939	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3621_Celastraceae_pos_SIRIUS_3939	C17H26O4	[M+H]+	Terpenoids	Sesquiterpenoids	
3940	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3622_Celastraceae_pos_SIRIUS_3940	C17H24O3	[M-H2O+H]+			
3941	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3623_Celastraceae_pos_SIRIUS_3941	C20H22O4	[M-H4O2+H]+	Terpenoids		
3942	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3624_Celastraceae_pos_SIRIUS_3942	C20H38O10	[M+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
3943	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3625_Celastraceae_pos_SIRIUS_3943	C34H37NO8	[M+H3N+H]+	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutane lignans
3944	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3626_Celastraceae_pos_SIRIUS_3944	C21H22O9	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
3945	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3627_Celastraceae_pos_SIRIUS_3945	C27H30O17	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
3946	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3628_Celastraceae_pos_SIRIUS_3946	C15H28O7P2	[M-H2O+H]+	Fatty acids		
3947	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3629_Celastraceae_pos_SIRIUS_3947	C30H46	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
373	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/362_Celastraceae_pos_SIRIUS_373	C37H45NO13	[M+H3N+H]+	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids
3948	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3630_Celastraceae_pos_SIRIUS_3948	C27H28N2O4	[M+Na]+	Amino acids and Peptides		
3949	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3631_Celastraceae_pos_SIRIUS_3949	C21H32O2	[M+H]+	Terpenoids	Steroids	Pregnane steroids
3950	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3632_Celastraceae_pos_SIRIUS_3950	C15H20O6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
3951	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3633_Celastraceae_pos_SIRIUS_3951	C32H48O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
3952	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3634_Celastraceae_pos_SIRIUS_3952	C16H26N4O9	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3953	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3635_Celastraceae_pos_SIRIUS_3953	C25H44O16	[M+Na]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
3954	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3636_Celastraceae_pos_SIRIUS_3954	C32H42O9	[M-H2O+H]+	Terpenoids	Steroids	Cardenolides
3955	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3637_Celastraceae_pos_SIRIUS_3955	C32H43NO9	[M+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3956	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3638_Celastraceae_pos_SIRIUS_3956	C26H47N5O5	[M-H4O2+H]+	Fatty acids	Glycerolipids	
3957	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3639_Celastraceae_pos_SIRIUS_3957	C19H18O7	[M-H2O+H]+	Polyketides	Chromanes	Chromones
374	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/363_Celastraceae_pos_SIRIUS_374	C20H36O2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
3958	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3640_Celastraceae_pos_SIRIUS_3958	C19H38O4	[M+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
3959	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3641_Celastraceae_pos_SIRIUS_3959	C33H47NO9	[M-H4O2+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3960	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3642_Celastraceae_pos_SIRIUS_3960	C13H24O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
3961	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3643_Celastraceae_pos_SIRIUS_3961	C28H47N3O	[M-H2O+H]+	Terpenoids		
3962	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3644_Celastraceae_pos_SIRIUS_3962	C36H56O4	[M+H]+	Fatty acids		
3963	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3645_Celastraceae_pos_SIRIUS_3963	C21H37N5O6	[M+H3N+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3964	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3646_Celastraceae_pos_SIRIUS_3964	C18H31NO2	[M+H]+	Fatty acids	Fatty amides	Primary amides
3965	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3647_Celastraceae_pos_SIRIUS_3965	C16H28O2	[M-H2O+H]+	Fatty acids		
3966	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3648_Celastraceae_pos_SIRIUS_3966	C13H20O3	[M-H2O+H]+	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)
3967	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3649_Celastraceae_pos_SIRIUS_3967	C12H16O7	[M-H4O2+H]+	Carbohydrates	Saccharides	
375	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/364_Celastraceae_pos_SIRIUS_375	C20H37NO2	[M-H2O+H]+	Fatty acids	Fatty amides	
3968	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3650_Celastraceae_pos_SIRIUS_3968	C15H23NO6	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3971	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3652_Celastraceae_pos_SIRIUS_3971	C19H24NO5	[M+H]+	Alkaloids		
3972	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3653_Celastraceae_pos_SIRIUS_3972	C23H34O4	[M+H]+	Terpenoids	Steroids	Cardenolides
3973	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3654_Celastraceae_pos_SIRIUS_3973	C17H26O4	[M+Na]+	Terpenoids	Sesquiterpenoids	Lactarane sesquiterpenoids
3975	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3656_Celastraceae_pos_SIRIUS_3975	C16H28O5	[M+Na]+	Fatty acids	Eicosanoids	Prostaglandins
3976	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3657_Celastraceae_pos_SIRIUS_3976	C12H14O3	[M-H2O+H]+	Polyketides		
3977	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3658_Celastraceae_pos_SIRIUS_3977	C34H38O11	[M-H4O2+H]+	Terpenoids		
3978	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3659_Celastraceae_pos_SIRIUS_3978	C22H22NO2	[M-H2O+H]+	Alkaloids	Tryptophan alkaloids	
376	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/365_Celastraceae_pos_SIRIUS_376	C15H20O	[M+H]+	Terpenoids	Sesquiterpenoids	
3979	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3660_Celastraceae_pos_SIRIUS_3979	C16H17NO5	[M+H]+	Alkaloids	Tryptophan alkaloids	
3980	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3661_Celastraceae_pos_SIRIUS_3980	C18H32O2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
3981	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3662_Celastraceae_pos_SIRIUS_3981	C13H18N4O7	[M-H2O+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
3982	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3663_Celastraceae_pos_SIRIUS_3982	C18H11N3O5	[M+Na]+	Alkaloids		
3984	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3664_Celastraceae_pos_SIRIUS_3984	C13H20O	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	
3986	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3665_Celastraceae_pos_SIRIUS_3986	C14H24N4O4	[M+K]+	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides
3987	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3666_Celastraceae_pos_SIRIUS_3987	C23H31N3O2	[M+Na]+	Terpenoids	Diterpenoids	
3989	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3668_Celastraceae_pos_SIRIUS_3989	C19H39NO8	[M-H2O+H]+	Fatty acids	Spingolipids	Neutral glycosphingolipids
3990	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3669_Celastraceae_pos_SIRIUS_3990	C13H22O3	[M+H]+	Terpenoids	Apocarotenoids	
377	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/366_Celastraceae_pos_SIRIUS_377	C29H46O5	[M-H2O+H]+	Terpenoids	Triterpenoids	
3991	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3670_Celastraceae_pos_SIRIUS_3991	C10H11N2O	[M+H]+	Alkaloids		
3993	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3672_Celastraceae_pos_SIRIUS_3993	C18H33NO3	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
3994	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3673_Celastraceae_pos_SIRIUS_3994	C34H38O10	[M+H]+	Terpenoids	Triterpenoids	
3996	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3675_Celastraceae_pos_SIRIUS_3996	C12H20O8	[M-H4O2+H]+	Carbohydrates	Saccharides	Disaccharides
3997	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3676_Celastraceae_pos_SIRIUS_3997	C14H22O2	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
3998	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3677_Celastraceae_pos_SIRIUS_3998	C16H24	[M+H]+	Terpenoids	Sesquiterpenoids	
3999	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3678_Celastraceae_pos_SIRIUS_3999	C32H53NO7	[M+H3N+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
4000	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3679_Celastraceae_pos_SIRIUS_4000	C13H24O2	[M+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
378	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/367_Celastraceae_pos_SIRIUS_378	C9H17NO2	[M+Na]+	Fatty acids		
4001	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3680_Celastraceae_pos_SIRIUS_4001	C15H19N3O3	[M+Na]+	Alkaloids		
4002	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3681_Celastraceae_pos_SIRIUS_4002	C15H22O3	[M+H]+	Terpenoids	Sesquiterpenoids	
4004	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3682_Celastraceae_pos_SIRIUS_4004	C10H14OS	[M+H]+	Terpenoids	Monoterpenoids	
4008	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3684_Celastraceae_pos_SIRIUS_4008	C17H28O4	[M+Na]+	Terpenoids	Sesquiterpenoids	Drimane sesquiterpenoids
4009	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3685_Celastraceae_pos_SIRIUS_4009	C21H30O2	[M-H2O+H]+	Terpenoids	Steroids	Pregnane steroids
4010	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3686_Celastraceae_pos_SIRIUS_4010	C21H27NO5	[M-H2O+H]+	Alkaloids		
4011	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3687_Celastraceae_pos_SIRIUS_4011	C17H26O2	[M-H2O+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
4012	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3688_Celastraceae_pos_SIRIUS_4012	C27H42O17	[M-H4O2+H]+	Terpenoids	Monoterpenoids	
4013	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3689_Celastraceae_pos_SIRIUS_4013	C27H44O9	[M+H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
379	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/368_Celastraceae_pos_SIRIUS_379	C16H28O	[M-H2O+H]+	Terpenoids	Diterpenoids	Labdane diterpenoids
4014	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3690_Celastraceae_pos_SIRIUS_4014	C32H48O5	[M+H]+	Terpenoids	Triterpenoids	Serratane triterpenoids
4015	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3691_Celastraceae_pos_SIRIUS_4015	C19H35NO4	[M+K]+	Fatty acids	Octadecanoids	Other Octadecanoids
4016	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3692_Celastraceae_pos_SIRIUS_4016	C19H26O4	[M-H2O+H]+	Terpenoids	Diterpenoids	Abietane diterpenoids
4018	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3693_Celastraceae_pos_SIRIUS_4018	C18H24O	[M-H2O+H]+	Terpenoids	Steroids	Estrane steroids
4019	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3694_Celastraceae_pos_SIRIUS_4019	C17H26O8	[M-H4O2+H]+	Terpenoids	Apocarotenoids	Megastigmanes
4020	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3695_Celastraceae_pos_SIRIUS_4020	C30H48O4	[M+Na]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
4021	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3696_Celastraceae_pos_SIRIUS_4021	C20H20O9	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4022	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3697_Celastraceae_pos_SIRIUS_4022	C30H48O5	[M+Na]+	Terpenoids	Triterpenoids	Fusidane triterpenoids
