shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
11266	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10142_Celastraceae_pos_SIRIUS_11266	C16H26O3	[M+Na]+	Terpenoids	Sesquiterpenoids	
11267	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10143_Celastraceae_pos_SIRIUS_11267	C9H6O2	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
11268	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10144_Celastraceae_pos_SIRIUS_11268	C16H21NO2	[M+H]+	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids
11269	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10145_Celastraceae_pos_SIRIUS_11269	C16H14O4	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
11270	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10146_Celastraceae_pos_SIRIUS_11270	C20H30O2	[M+H]+	Terpenoids	Diterpenoids	Pimarane and Isopimarane diterpenoids
11271	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10147_Celastraceae_pos_SIRIUS_11271	C8H13O5P	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	
11272	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10148_Celastraceae_pos_SIRIUS_11272	C16H33NO2	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
11273	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10149_Celastraceae_pos_SIRIUS_11273	C16H17NO	[M-H2O+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
1073	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1014_Celastraceae_pos_SIRIUS_1073	C22H27N7O6	[M+Na]+	Alkaloids		
11274	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10150_Celastraceae_pos_SIRIUS_11274	C20H38O3	[M-H2O+H]+	Fatty acids	Fatty acyls	Fatty alcohols
11275	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10151_Celastraceae_pos_SIRIUS_11275	C10H14O4	[M+Na]+	Terpenoids	Monoterpenoids	
11276	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10152_Celastraceae_pos_SIRIUS_11276	C17H27N	[M+H]+	Fatty acids		
11277	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10153_Celastraceae_pos_SIRIUS_11277	C13H21NO	[M-H2O+H]+	Alkaloids	Lysine alkaloids	
11278	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10154_Celastraceae_pos_SIRIUS_11278	C15H24O	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
11279	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10155_Celastraceae_pos_SIRIUS_11279	C13H22O4	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
11280	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10156_Celastraceae_pos_SIRIUS_11280	C15H18O4	[M+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
11281	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10157_Celastraceae_pos_SIRIUS_11281	C20H18O	[M+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
11282	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10158_Celastraceae_pos_SIRIUS_11282	C22H40O4	[M-H4O2+H]+	Fatty acids	Eicosanoids	Prostaglandins
11283	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10159_Celastraceae_pos_SIRIUS_11283	C8H14O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
1074	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1015_Celastraceae_pos_SIRIUS_1074	C29H36O5	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Pyranocoumarins
11284	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10160_Celastraceae_pos_SIRIUS_11284	C18H35NO2	[M+H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
11285	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10161_Celastraceae_pos_SIRIUS_11285	C22H37NO3	[M+H3N+H]+	Terpenoids	Steroids	Pregnane steroids
11287	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10162_Celastraceae_pos_SIRIUS_11287	C27H42O3	[M+Na]+	Terpenoids	Steroids	
11288	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10163_Celastraceae_pos_SIRIUS_11288	C15H26O3	[M+K]+	Terpenoids	Sesquiterpenoids	
11289	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10164_Celastraceae_pos_SIRIUS_11289	C15H29NO3	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
11290	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10165_Celastraceae_pos_SIRIUS_11290	C20H38O4	[M+Na]+	Fatty acids	Glycerolipids	
11291	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10166_Celastraceae_pos_SIRIUS_11291	C20H36O	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
11292	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10167_Celastraceae_pos_SIRIUS_11292	C20H28O	[M-H2O+H]+	Terpenoids	Diterpenoids	
11293	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10168_Celastraceae_pos_SIRIUS_11293	C15H24O4S	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
11294	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10169_Celastraceae_pos_SIRIUS_11294	C26H40O7	[M-H4O2+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
1075	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1016_Celastraceae_pos_SIRIUS_1075	C14H14O2	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids
11295	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10170_Celastraceae_pos_SIRIUS_11295	C16H30O3	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
11297	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10171_Celastraceae_pos_SIRIUS_11297	C32H50O3	[M-H4O2+H]+	Fatty acids	Glycerolipids	Diacylglycerols
11298	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10172_Celastraceae_pos_SIRIUS_11298	C28H38	[M+H]+	Terpenoids	Steroids	
11299	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10173_Celastraceae_pos_SIRIUS_11299	C20H40O4	[M+H]+	Fatty acids		
11300	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10174_Celastraceae_pos_SIRIUS_11300	C16H33NO3	[M+H]+	Fatty acids	Fatty amides	Primary amides
11301	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10175_Celastraceae_pos_SIRIUS_11301	C14H20O	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	Drimane sesquiterpenoids
11302	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10176_Celastraceae_pos_SIRIUS_11302	C11H20O2	[M-H2O+H]+	Terpenoids	Monoterpenoids	
11303	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10177_Celastraceae_pos_SIRIUS_11303	C7H11NO	[M-H4O2+H]+	Fatty acids		
11304	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10178_Celastraceae_pos_SIRIUS_11304	C20H38O3	[M+H]+	Terpenoids	Diterpenoids	
11305	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10179_Celastraceae_pos_SIRIUS_11305	C15H20	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	
1076	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1017_Celastraceae_pos_SIRIUS_1076	C18H34O3	[M+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
11306	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10180_Celastraceae_pos_SIRIUS_11306	C15H21NO	[M-H2O+H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
11307	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10181_Celastraceae_pos_SIRIUS_11307	C21H24O8	[M-H2O+H]+	Shikimates and Phenylpropanoids	Lignans	
11308	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10182_Celastraceae_pos_SIRIUS_11308	C20H36O	[M-H2O+H]+	Terpenoids	Diterpenoids	Labdane diterpenoids
11309	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10183_Celastraceae_pos_SIRIUS_11309	C12H9N3O	[M+H]+	Alkaloids	Tryptophan alkaloids	
11310	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10184_Celastraceae_pos_SIRIUS_11310	C18H31NO2	[M-H4O2+H]+	Fatty acids	Spingolipids	Sphingoid bases
11311	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10185_Celastraceae_pos_SIRIUS_11311	C13H24O2	[M-H2O+H]+	Fatty acids	Fatty acyls	Fatty alcohols
11312	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10186_Celastraceae_pos_SIRIUS_11312	C6H14N3O2PS	[M-H2O+H]+	Alkaloids		
11313	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10187_Celastraceae_pos_SIRIUS_11313	C27H48O3	[M+K]+	Terpenoids		
11314	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10188_Celastraceae_pos_SIRIUS_11314	C19H37NO2	[M+K]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
11315	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10189_Celastraceae_pos_SIRIUS_11315	C13H18	[M-H2O+H]+	Terpenoids	Apocarotenoids	
1077	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1018_Celastraceae_pos_SIRIUS_1077	C14H22	[M+H]+	Terpenoids	Sesquiterpenoids	
11316	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10190_Celastraceae_pos_SIRIUS_11316	C17H35NO4	[M+H3N+H]+	Terpenoids	Sesquiterpenoids	
11320	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10193_Celastraceae_pos_SIRIUS_11320	C24H42O3	[M+Na]+	Terpenoids	Steroids	Cholane steroids
11321	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10194_Celastraceae_pos_SIRIUS_11321	C22H45NO2	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
11323	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10195_Celastraceae_pos_SIRIUS_11323	C20H34O	[M+H]+	Terpenoids	Diterpenoids	
11324	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10196_Celastraceae_pos_SIRIUS_11324	C20H40O5	[M+H]+	Fatty acids	Eicosanoids	Prostaglandins
11325	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10197_Celastraceae_pos_SIRIUS_11325	C10H9NO2	[M+H]+	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids
11326	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10198_Celastraceae_pos_SIRIUS_11326	C13H13NO5	[M-H4O2+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
11327	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10199_Celastraceae_pos_SIRIUS_11327	C13H27NO	[M-H4O2+H]+	Fatty acids	Spingolipids	Sphingoid bases
1078	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1019_Celastraceae_pos_SIRIUS_1078	C27H44O5	[M+Na]+	Terpenoids		
102	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/101_Celastraceae_pos_SIRIUS_102	C32H42O18	[M+H]+	Terpenoids	Monoterpenoids	
11328	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10200_Celastraceae_pos_SIRIUS_11328	C13H25NO5	[M+H3N+H]+	Terpenoids	Sesquiterpenoids	
11329	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10201_Celastraceae_pos_SIRIUS_11329	C9H10O2	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
11330	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10202_Celastraceae_pos_SIRIUS_11330	C21H45NO3	[M-H2O+H]+	Fatty acids	Spingolipids	
11331	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10203_Celastraceae_pos_SIRIUS_11331	C14H15NO2	[M+H]+	Alkaloids	Tryptophan alkaloids	
11332	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10204_Celastraceae_pos_SIRIUS_11332	C9H20N4O2	[M+K]+	Alkaloids		
11334	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10206_Celastraceae_pos_SIRIUS_11334	C4H12N3O4P	[M+H]+	Amino acids and Peptides	Small peptides	Aminoacids
11335	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10207_Celastraceae_pos_SIRIUS_11335	C12H17NO3	[M-H2O+H]+	Alkaloids		
11336	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10208_Celastraceae_pos_SIRIUS_11336	C9H11NO2	[M+H3N+H]+	Shikimates and Phenylpropanoids	Flavonoids	Chalcones
11337	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10209_Celastraceae_pos_SIRIUS_11337	C14H21NO4	[M+H3N+H]+	Shikimates and Phenylpropanoids		
1079	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1020_Celastraceae_pos_SIRIUS_1079	C18H35NO4	[M+H3N+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
11338	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10210_Celastraceae_pos_SIRIUS_11338	C18H29NO2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
11339	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10211_Celastraceae_pos_SIRIUS_11339	C18H33NO3	[M-H4O2+H]+	Fatty acids	Spingolipids	Sphingoid bases
11340	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10212_Celastraceae_pos_SIRIUS_11340	C11H15ClN4O4	[M+H3N+H]+	Alkaloids		
11341	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10213_Celastraceae_pos_SIRIUS_11341	C10H16N2O2	[M+H]+	Amino acids and Peptides	Small peptides	Dipeptides
11343	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10214_Celastraceae_pos_SIRIUS_11343	C13H24N2O	[M-H2O+H]+	Alkaloids	Ornithine alkaloids	Polyamines
11344	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10215_Celastraceae_pos_SIRIUS_11344	C7H8N2O2	[M-H4O2+H]+	Amino acids and Peptides	Small peptides	Aminoacids
11346	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10216_Celastraceae_pos_SIRIUS_11346	C19H30O	[M+K]+	Terpenoids		
11348	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10217_Celastraceae_pos_SIRIUS_11348	C16H30O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
11349	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10218_Celastraceae_pos_SIRIUS_11349	C17H21N3O7	[M-H4O2+H]+	Terpenoids		
11350	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10219_Celastraceae_pos_SIRIUS_11350	C28H44O3	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
1082	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1021_Celastraceae_pos_SIRIUS_1082	C18H28O4	[M+H]+	Fatty acids	Fatty Acids and Conjugates	
11351	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10220_Celastraceae_pos_SIRIUS_11351	C15H28O4	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
11352	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10221_Celastraceae_pos_SIRIUS_11352	C15H26O3	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
11353	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10222_Celastraceae_pos_SIRIUS_11353	C16H28O	[M-H2O+H]+	Terpenoids	Diterpenoids	Labdane diterpenoids
11354	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10223_Celastraceae_pos_SIRIUS_11354	C28H44O3	[M+H]+	Terpenoids	Steroids	Cholestane steroids
11355	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10224_Celastraceae_pos_SIRIUS_11355	C12H16N2O10	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
11356	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10225_Celastraceae_pos_SIRIUS_11356	C13H20O2	[M-H4O2+H]+	Terpenoids		
11357	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10226_Celastraceae_pos_SIRIUS_11357	C28H48O3	[M+H]+	Terpenoids	Steroids	Cholestane steroids
11358	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10227_Celastraceae_pos_SIRIUS_11358	C24H42O3	[M+H]+	Terpenoids	Steroids	Cholane steroids
11359	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10228_Celastraceae_pos_SIRIUS_11359	C25H38O6	[M-H4O2+H]+	Fatty acids		
11360	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10229_Celastraceae_pos_SIRIUS_11360	C28H44O4	[M-H4O2+H]+	Terpenoids	Steroids	
1083	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1022_Celastraceae_pos_SIRIUS_1083	C13H10O3	[M-H2O+H]+	Shikimates and Phenylpropanoids		
11361	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10230_Celastraceae_pos_SIRIUS_11361	C12H12ClNO4	[M+H]+	Amino acids and Peptides	Small peptides	
11362	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10231_Celastraceae_pos_SIRIUS_11362	C34H39NO11	[M+Na]+	Terpenoids	Diterpenoids	
11363	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10232_Celastraceae_pos_SIRIUS_11363	C27H30O15	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
11364	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10233_Celastraceae_pos_SIRIUS_11364	C27H44O2	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
11365	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10234_Celastraceae_pos_SIRIUS_11365	C32H37NO10	[M+H3N+H]+	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids
11366	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10235_Celastraceae_pos_SIRIUS_11366	C17H11NO6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
11367	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10236_Celastraceae_pos_SIRIUS_11367	C28H32O16	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
11368	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10237_Celastraceae_pos_SIRIUS_11368	C28H44O2	[M+H]+	Terpenoids	Triterpenoids	
11369	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10238_Celastraceae_pos_SIRIUS_11369	C30H18O10	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
11370	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10239_Celastraceae_pos_SIRIUS_11370	C24H42O2	[M-H4O2+H]+	Terpenoids	Steroids	
1084	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1023_Celastraceae_pos_SIRIUS_1084	C29H40N2O9	[M+H]+	Shikimates and Phenylpropanoids		
11371	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10240_Celastraceae_pos_SIRIUS_11371	C10H18N2O5S	[M+K]+	Amino acids and Peptides	Amino acid glycosides	
11372	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10241_Celastraceae_pos_SIRIUS_11372	C28H48O3	[M+H]+	Terpenoids	Steroids	Cholestane steroids
11373	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10242_Celastraceae_pos_SIRIUS_11373	C20H34O3	[M-H2O+H]+	Terpenoids	Diterpenoids	
11374	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10243_Celastraceae_pos_SIRIUS_11374	C28H49NO3	[M-H2O+H]+	Terpenoids	Steroids	Cholane steroids
11375	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10244_Celastraceae_pos_SIRIUS_11375	C29H34O17	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
11376	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10245_Celastraceae_pos_SIRIUS_11376	C22H40O6	[M+H]+	Fatty acids	Eicosanoids	Prostaglandins
11377	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10246_Celastraceae_pos_SIRIUS_11377	C20H38O5	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	
11378	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10247_Celastraceae_pos_SIRIUS_11378	C8H18N2O2	[M+Na]+	Fatty acids	Fatty amides	Primary amides
11380	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10248_Celastraceae_pos_SIRIUS_11380	C13H15N3O5	[M+K]+	Alkaloids		
11381	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10249_Celastraceae_pos_SIRIUS_11381	C22H38O2	[M-H4O2+H]+	Fatty acids	Eicosanoids	Prostaglandins
1085	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1024_Celastraceae_pos_SIRIUS_1085	C15H12O8	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Dihydroflavonols
11382	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10250_Celastraceae_pos_SIRIUS_11382	C20H31NO3	[M+H]+	Alkaloids	Ornithine alkaloids	
11384	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10251_Celastraceae_pos_SIRIUS_11384	C9H12	[M-H4O2+H]+	Fatty acids	Fatty acyls	Fatty aldehydes
11385	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10252_Celastraceae_pos_SIRIUS_11385	C11H9N9O5	[M+H]+	Carbohydrates	Nucleosides	Purine nucleosides
11386	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10253_Celastraceae_pos_SIRIUS_11386	C18H30O3	[M+K]+	Fatty acids	Octadecanoids	Other Octadecanoids
11387	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10254_Celastraceae_pos_SIRIUS_11387	C17H32O4	[M+H]+	Fatty acids		
11388	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10255_Celastraceae_pos_SIRIUS_11388	C26H30O8	[M-H4O2+H]+	Terpenoids	Diterpenoids	Tetracyclic diterpenoids
11389	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10256_Celastraceae_pos_SIRIUS_11389	C27H46O3	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
11390	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10257_Celastraceae_pos_SIRIUS_11390	C28H46O	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
11391	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10258_Celastraceae_pos_SIRIUS_11391	C23H34O6	[M-H2O+H]+	Terpenoids	Diterpenoids	
11392	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10259_Celastraceae_pos_SIRIUS_11392	C31H59NO9	[M+H]+	Polyketides	Linear polyketides	Open-chain polyketides
1086	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1025_Celastraceae_pos_SIRIUS_1086	C28H34O2	[M+H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
11393	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10260_Celastraceae_pos_SIRIUS_11393	C27H30O16	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
11394	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10261_Celastraceae_pos_SIRIUS_11394	C18H28O8	[M+Na]+	Terpenoids		
11395	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10262_Celastraceae_pos_SIRIUS_11395	C20H41NO5	[M+H]+	Fatty acids	Spingolipids	Sphingoid bases
11396	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10263_Celastraceae_pos_SIRIUS_11396	C25H38O	[M-H4O2+H]+	Terpenoids	Steroids	Cholestane steroids
11398	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10264_Celastraceae_pos_SIRIUS_11398	C21H30O8	[M-H2O+H]+	Terpenoids		
11399	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10265_Celastraceae_pos_SIRIUS_11399	C15H8O7	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
11400	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10266_Celastraceae_pos_SIRIUS_11400	C22H38O3	[M+H]+	Fatty acids	Fatty Acids and Conjugates	
11401	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10267_Celastraceae_pos_SIRIUS_11401	C15H14N2O4	[M+K]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
11402	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10268_Celastraceae_pos_SIRIUS_11402	C40H75NO11	[M+H]+	Fatty acids	Spingolipids	Neutral glycosphingolipids
11403	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10269_Celastraceae_pos_SIRIUS_11403	C31H36O8	[M-H4O2+H]+	Terpenoids	Triterpenoids	Limonoids
11405	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10271_Celastraceae_pos_SIRIUS_11405	C18H35NO5	[M-H2O+H]+	Polyketides	Linear polyketides	Open-chain polyketides
11406	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/10272_Celastraceae_pos_SIRIUS_11406	C17H30O3	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
